Stock,Exchange,Sector,
Top Education Group Ltd. (1752),XHKG,Consumer Services,
Top Form International Ltd. (333),XHKG,Clothing,
Top Spring International Holdings Ltd. (3688),XHKG,Real Estate Developers,
Top Standard Corp. (8510),XHKG,Restaurants,
Topsports International Holdings Ltd. (6110),XHKG,Clothing Retail,
Tot Biopharm International Co. Ltd. (1875),XHKG,Biotechnology,
Touyun Biotech Group Ltd. (1332),XHKG,Housewares,
Town Health International Medical Group Ltd. (3886),XHKG,Healthcare Provision,
Town Ray Holdings Ltd. (1692),XHKG,Housewares,
Towngas China Co. Ltd. (1083),XHKG,Gas Utilities,
TradeGo FinTech Ltd. (8017),XHKG,Computer Services,
Tradelink Electronic Commerce Ltd. (536),XHKG,Software,
Transcenta Holding Ltd. (6628),XHKG,Biotechnology,
Transmit Entertainment Ltd. (1326),XHKG,Motion Picture/Sound Recording,
Transport International Holdings Ltd. (62),XHKG,"Passenger Transport, Other",
Transtech Optelecom Science Holdings Ltd. (9963),XHKG,Networking,
Travel Expert (Asia) Enterprises Ltd. (1235),XHKG,Tourism,
TravelSky Technology Ltd. (696),XHKG,Computer Services,
Tree Holdings Ltd. (8395),XHKG,Home Goods Retail,
Trendzon Holdings Group Ltd. (1865),XHKG,Construction,
Trigiant Group Ltd. (1300),XHKG,Industrial Electronics,
Trio Industrial Electronics Group Ltd. (1710),XHKG,Industrial Electronics,
Trip.com Group Ltd. (9961),XHKG,Tourism,
Truly International Holdings Ltd. (732),XHKG,Industrial Electronics,
TS Wonders Holding Ltd. (1767),XHKG,Food Products,
Tsaker Chemical Group Ltd. (1986),XHKG,Chemicals,
Tse Sui Luen Jewellery (International) Ltd. (417),XHKG,Jewelry & Watches,
Tsingtao Brewery Co. Ltd. (168),XHKG,Alcoholic Beverages/Drinks,
Tsit Wing International Holdings Ltd. (2119),XHKG,Non-Alcoholic Beverages/Drinks,
Tsui Wah Holdings Ltd. (1314),XHKG,Restaurants,
Tu Yi Holdings Co. Ltd. (1701),XHKG,Tourism,
Tungtex (Holdings) Co. Ltd. (518),XHKG,Clothing,
Twintek Investment Holdings Ltd. (6182),XHKG,Building Materials/Products,
Tycoon Group Holdings Ltd. (3390),XHKG,Drug Retail,
Tysan Holdings Ltd. (687),XHKG,Construction,
UBA Investments Ltd. (768),XHKG,Closed-End Funds,
UJU Holding Ltd. (1948),XHKG,Advertising/Marketing/Public Relations,
Ulferts International Ltd. (1711),XHKG,Home Goods Retail,
UMP Healthcare Holdings Ltd. (722),XHKG,Healthcare Provision,
Uni-Bio Science Group Ltd. (690),XHKG,Biotechnology,
Uni-President China Holdings Ltd. (220),XHKG,Non-Alcoholic Beverages/Drinks,
United Co. Rusal PLC (486),XHKG,Aluminum,
United Energy Group Ltd. (467),XHKG,Oil Extraction,
United Laboratories International Holdings Ltd. (3933),XHKG,Pharmaceuticals,
United Strength Power Holdings Ltd. (2337),XHKG,Specialty Retail,
Unity Enterprise Holdings Ltd. (2195),XHKG,Construction,
Universal Health International Group Holding Ltd. (2211),XHKG,Drug Retail,
Universal Star (Holdings) Ltd. (2346),XHKG,Industrial Electronics,
Universal Technologies Holdings Ltd. (1026),XHKG,Water Utilities,
Universe Entertainment & Culture Group Co. Ltd. (1046),XHKG,Motion Picture/Sound Recording,
Universe Printshop Holdings Ltd. (8448),XHKG,Printing,
UNQ Holdings Ltd. (2177),XHKG,Mixed Retailing,
Upbest Group Ltd. (335),XHKG,Finance Companies,
UTS Marketing Solutions Holdings Ltd. (6113),XHKG,Advertising/Marketing/Public Relations,
V.S. International Group Ltd. (1002),XHKG,Audio/Video Equipment,
Value Convergence Holdings Ltd. (821),XHKG,Securities,
Value Partners Group Ltd. (806),XHKG,Investment Advisors,
Values Cultural Investment Ltd. (1740),XHKG,Motion Picture/Sound Recording,
Vanke Overseas Investment Holding Co. Ltd. (1036),XHKG,Real Estate Developers,
VCREDIT Holdings Ltd. (2003),XHKG,Consumer Finance,
Vedan International (Holdings) Ltd. (2317),XHKG,Food Products,
Veeko International Holdings Ltd. (1173),XHKG,Clothing Retail,
Venus Medtech Hangzhou Inc. (2500),XHKG,Medical Equipment/Supplies,
Vertical International Holdings Ltd. (8375),XHKG,Industrial Electronics,
Veson Holdings Ltd. (1399),XHKG,Industrial Electronics,
Vesync Co. Ltd. (2148),XHKG,Precision Products,
Vico International Holdings Ltd. (1621),XHKG,Wholesalers,
Vicon Holdings Ltd. (3878),XHKG,Construction,
Victory Securities (Holdings) Co. Ltd. (8540),XHKG,Securities,
Vietnam Manufacturing & Export Processing (Holdings) Ltd. (422),XHKG,Automobiles,
Vincent Medical Holdings Ltd. (1612),XHKG,Medical Equipment/Supplies,
Vinco Financial Group Ltd. (8340),XHKG,Investment Advisors,
Vinda International Holdings Ltd. (3331),XHKG,Nondurable Household Products,
Vision International Holdings Ltd. (8107),XHKG,Transportation Services,
Vision Values Holdings Ltd. (862),XHKG,Networking,
Vistar Holdings Ltd. (8535),XHKG,Technical Services,
Vital Innovations Holdings Ltd. (6133),XHKG,Networking,
Vitasoy International Holdings Ltd. (345),XHKG,Non-Alcoholic Beverages/Drinks,
Viva Biotech Holdings (1873),XHKG,Pharmaceuticals,
Viva China Holdings Ltd. (8032),XHKG,Recreational Services,
Vixtel Technologies Holdings Ltd. (1782),XHKG,Software,
Vobile Group Ltd. (3738),XHKG,Software,
Vodatel Networks Holdings Ltd. (8033),XHKG,Networking,
Vongroup Ltd. (318),XHKG,Restaurants,
VPower Group International Holdings Ltd. (1608),XHKG,Industrial Electronics,
VSTECS Holdings Ltd. (856),XHKG,Computer Services,
VTech Holdings Ltd. (303),XHKG,Toys & Games,
WAC Holdings Ltd. (8619),XHKG,Construction,
Wah Ha Realty Co. Ltd. (278),XHKG,Real Estate Developers,
Wah Sun Handbags International Holdings Ltd. (2683),XHKG,Clothing,
Wah Wo Holdings Group Ltd. (9938),XHKG,Construction,
Wai Chi Holdings Co. Ltd. (1305),XHKG,Semiconductors,
Wai Chun Bio-Technology Ltd. (660),XHKG,Chemicals,
Wai Chun Group Holdings Ltd. (1013),XHKG,Wholesalers,
Wai Hung Group Holdings Ltd. (3321),XHKG,Construction,
Wai Kee Holdings Ltd. (610),XHKG,Construction,
Wai Yuen Tong Medicine Holdings Ltd. (897),XHKG,Pharmaceuticals,
Wan Cheng Metal Packaging Co. Ltd. (8291),XHKG,Containers/Packaging,
Wan Kei Group Holdings Ltd. (1718),XHKG,Construction,
Wan Leader International Ltd. (8482),XHKG,Transportation Services,
Wanda Hotel Development Co. Ltd. (169),XHKG,Real Estate Developers,
Wang On Group Ltd. (1222),XHKG,Real Estate Developers,
Wang On Properties Ltd. (1243),XHKG,Real Estate Developers,
Wanguo International Mining Group Ltd. (3939),XHKG,Non-Ferrous Metals,
Wanjia Group Holdings Ltd. (401),XHKG,Drug Retail,
Wanka Online Inc. (1762),XHKG,Advertising/Marketing/Public Relations,
Want Want China Holdings Ltd. (151),XHKG,Food Products,
Wasion Holdings Ltd. (3393),XHKG,Precision Products,
Water Oasis Group Ltd. (1161),XHKG,Consumer Services,
Watts International Maritime Engineering Ltd. (2258),XHKG,Construction,
Wealth Glory Holdings Ltd. (8269),XHKG,Food Products,
Wealthking Investments Ltd. (1140),XHKG,Finance Companies,
Wealthy Way Group Ltd. (3848),XHKG,Finance Companies,
Wecon Holdings Ltd. (1793),XHKG,Construction,
Wei Yuan Holdings Ltd. (1343),XHKG,Construction,
Weibo Corp. Cl A (9898),XHKG,Internet/Online,
Weichai Power Co. Ltd. (2338),XHKG,Industrial Electronics,
Weigang Environmental Technology Holding Group Ltd. (1845),XHKG,Environment/Waste Management,
Weihai City Commercial Bank Co. Ltd. (9677),XHKG,Banking,
Weimob Inc. (2013),XHKG,Internet/Online,
Weiqiao Textile Co. Ltd. (2698),XHKG,Clothing,
Wenling Zhejiang Measuring & Cutting Tools Trading Centre Co. Ltd. (1379),XHKG,General Services,
Wenye Group Holdings Ltd. (1802),XHKG,Construction,
Wenzhou Kangning Hospital Co. Ltd. (2120),XHKG,Healthcare Provision,
West China Cement Ltd. (2233),XHKG,Building Materials/Products,
WH Group Ltd. (288),XHKG,Food Products,
Wharf (Holdings) Ltd. (4),XHKG,Real Estate Developers,
Wharf Real Estate Investment Co. Ltd. (1997),XHKG,Real Estate Developers,
Willas-Array Electronics (Holdings) Ltd. (854),XHKG,Industrial Electronics,
Win Hanverky Holdings Ltd. (3322),XHKG,Clothing,
WINDMILL Group Ltd. (1850),XHKG,General Services,
Wine's Link International Holdings Ltd. (8509),XHKG,Food Retail,
Winfull Group Holdings Ltd. (183),XHKG,Real Estate Developers,
Wing Chi Holdings Ltd. (6080),XHKG,Construction,
Wing Fung Group Asia Ltd. (8526),XHKG,Construction,
Wing Lee Property Investments Ltd. (864),XHKG,Real Estate Developers,
Wing On Co. International Ltd. (289),XHKG,Mixed Retailing,
Wing Tai Properties Ltd. (369),XHKG,Real Estate Developers,
Winning Tower Group Holdings Ltd. (8362),XHKG,Food Retail,
Winox Holdings Ltd. (6838),XHKG,Jewelry & Watches,
Winshine Science Co. Ltd. (209),XHKG,Toys & Games,
Winson Holdings Hong Kong Ltd. (6812),XHKG,General Services,
Winto Group (Holdings) Ltd. (8238),XHKG,Publishing,
Wisdom Education International Holdings Co. Ltd. (6068),XHKG,Consumer Services,
Wisdom Sports Group (1661),XHKG,Motion Picture/Sound Recording,
Wise Ally International Holdings Ltd. (9918),XHKG,Industrial Electronics,
Wison Engineering Services Co. Ltd. (2236),XHKG,Technical Services,
WLS Holdings Ltd. (8021),XHKG,Construction,
WMCH Global Investment Ltd. (8208),XHKG,Construction,
Wonderful Sky Financial Group Holdings Ltd. (1260),XHKG,Advertising/Marketing/Public Relations,
Wong's Kong King International (Holdings) Ltd. (532),XHKG,Semiconductors,
World Houseware Holdings Ltd. (713),XHKG,Industrial Products,
World Super Holdings Ltd. (8612),XHKG,General Services,
Worldgate Global Logistics Ltd. (8292),XHKG,Transportation Services,
World-Link Logistics (Asia) Holding Ltd. (6083),XHKG,Transportation Services,
WT Group Holdings Ltd. (8422),XHKG,Construction,
Wuling Motors Holdings Ltd. (305),XHKG,Motor Vehicle Parts,
WuXi AppTec Co. Ltd. (2359),XHKG,Healthcare Provision,
Wuxi Biologics (Cayman) Inc. (2269),XHKG,Biotechnology,
Wuxi Sunlit Science & Technology Co. Ltd. (1289),XHKG,Iron/Steel,
WWPKG Holdings Co. Ltd. (8069),XHKG,Tourism,
Wynn Macau Ltd. (1128),XHKG,Gambling Industries,
XD Inc. (2400),XHKG,Toys & Games,
Xiabuxiabu Catering Management (China) Holdings Co. Ltd. (520),XHKG,Restaurants,
Xiamen International Port Co. Ltd. (3378),XHKG,Water Transport/Shipping,
Xi'an Haitian Antenna Technologies Co. Ltd. (8227),XHKG,Networking,
XiangXing International Holding Ltd. (1732),XHKG,Transportation Services,
Xiaomi Corp. (1810),XHKG,Networking,
Ximei Resources Holding Ltd. (9936),XHKG,Industrial Products,
Xin Point Holdings Ltd. (1571),XHKG,Motor Vehicle Parts,
Xin Yuan Enterprises Group Ltd. (1748),XHKG,Water Transport/Shipping,
Xinchen China Power Holdings Ltd. (1148),XHKG,Motor Vehicle Parts,
Xingda International Holdings Ltd. (1899),XHKG,Tires,
Xingfa Aluminium Holdings Ltd. (98),XHKG,Aluminum,
Xingye Alloy Materials Group Ltd. (505),XHKG,Non-Ferrous Metals,
Xingye Wulian Service Group Co. Ltd. A (9916),XHKG,Real Estate Developers,
Xinhua News Media Holdings Ltd. (309),XHKG,General Services,
Xinhua Winshare Publishing & Media Co. Ltd. (811),XHKG,Specialty Retail,
Xinji Shaxi Group Co. Ltd. (3603),XHKG,Real Estate Developers,
Xinjiang Goldwind Science & Technology Co. Ltd. (2208),XHKG,Industrial Electronics,
Xinjiang La Chapelle Fashion Co. Ltd. (6116),XHKG,Clothing,
Xinjiang Tianye Water Saving Irrigation System Co. Ltd. (840),XHKG,Building Materials/Products,
Xinjiang Xinxin Mining Industry Co. Ltd. (3833),XHKG,Non-Ferrous Metals,
Xinming China Holdings Ltd. (2699),XHKG,Real Estate Developers,
Xinte Energy Co. Ltd. (1799),XHKG,Construction,
Xinyang Maojian Group Ltd. (362),XHKG,Non-Alcoholic Beverages/Drinks,
Xinyi Electric Storage Holdings Ltd. (8328),XHKG,Industrial Electronics,
Xinyi Energy Holdings Ltd. (3868),XHKG,Renewable Energy Generation,
Xinyi Glass Holdings Ltd. (868),XHKG,Industrial Products,
Xinyi Solar Holdings Ltd. (968),XHKG,Industrial Electronics,
Xiwang Property Holdings Co. Ltd. (2088),XHKG,Real Estate Developers,
Xiwang Special Steel Co. Ltd. (1266),XHKG,Iron/Steel,
XPeng Inc. (9868),XHKG,Automobiles,
Xtep International Holdings Ltd. (1368),XHKG,Clothing,
Y.T. Realty Group Ltd. (75),XHKG,Real Estate Developers,
Yadea Group Holdings Ltd. (1585),XHKG,Automobiles,
Yadong Group Holdings Ltd. (1795),XHKG,Clothing,
Yan Tat Group Holdings Ltd. (1480),XHKG,Semiconductors,
Yanchang Petroleum International Ltd. (346),XHKG,Major Oil & Gas,
Yancoal Australia Ltd. (3668),XHKG,Mining Support Services,
Yangtze Optical Fibre & Cable JS Ltd. Co. (6869),XHKG,Industrial Electronics,
Yangtzekiang Garment Ltd. (294),XHKG,Clothing,
Yangzhou Guangling District Taihe Rural Micro Finance Co. Ltd. (1915),XHKG,Finance Companies,
Yantai North Andre Juice Co. Ltd. (2218),XHKG,Non-Alcoholic Beverages/Drinks,
Yanzhou Coal Mining Co. Ltd. (1171),XHKG,Coal,
Yashili International Holdings Ltd. (1230),XHKG,Food Products,
Yau Lee Holdings Ltd. (406),XHKG,Construction,
YCIH Green High-Performance Concrete Co. Ltd. (1847),XHKG,Building Materials/Products,
Ye Xing Group Holdings Ltd. (1941),XHKG,Real Estate Developers,
Yeahka Ltd. (9923),XHKG,Consumer Finance,
Yee Hop Holdings Ltd. (1662),XHKG,Construction,
Yeebo (International Holdings) Ltd. (259),XHKG,Precision Products,
YesAsia Holdings Ltd. (2209),XHKG,Mixed Retailing,
Yestar Healthcare Holdings Co. Ltd. (2393),XHKG,Medical Equipment/Supplies,
YGM Trading Ltd. (375),XHKG,Clothing,
YiChang HEC ChangJiang Pharmaceutical Co. Ltd. (1558),XHKG,Pharmaceuticals,
Yida China Holdings Ltd. (3639),XHKG,Real Estate Developers,
Yidu Tech Inc. (2158),XHKG,Computer Services,
Yield Go Holdings Ltd. (1796),XHKG,Construction,
Yihai International Holding Ltd. (1579),XHKG,Food Products,
Yik Wo International Holdings Ltd. (8659),XHKG,Containers/Packaging,
Yincheng International Holding Co. Ltd. (1902),XHKG,Real Estate Developers,
Yincheng Life Service Co. Ltd. (1922),XHKG,Real Estate Developers,
Ying Hai Group Holdings Co. Ltd. (8668),XHKG,Tourism,
Ying Kee Tea House Group Ltd. (8241),XHKG,Food Retail,
Yip's Chemical Holdings Ltd. (408),XHKG,Chemicals,
Yixin Group Ltd. (2858),XHKG,Consumer Finance,
Yonghe Medical Group Co. Ltd. (2279),XHKG,Healthcare Provision,
Yongsheng Advanced Materials Co. Ltd. (3608),XHKG,Clothing,
Yorkey Optical International (Cayman) Ltd. (2788),XHKG,Precision Products,
YTO Express (International) Holdings Ltd. (6123),XHKG,Air Freight,
Yu Tak International Holdings Ltd. (8048),XHKG,Computer Services,
Yuan Heng Gas Holdings Ltd. (332),XHKG,Securities,
Yuanda China Holdings Ltd. (2789),XHKG,Building Materials/Products,
YuanShengTai Dairy Farm Ltd. (1431),XHKG,Farming,
Yue Kan Holdings Ltd. (2110),XHKG,Construction,
Yue Yuen Industrial (Holdings) Ltd. (551),XHKG,Footwear,
Yuexiu Property Co. Ltd. (123),XHKG,Real Estate Developers,
Yuexiu Real Estate Investment Trust (405),XHKG,Diversified REITs,
Yuexiu Services Group Ltd. (6626),XHKG,Real Estate Developers,
Yuexiu Transport Infrastructure Ltd. (1052),XHKG,Transportation Services,
Yuk Wing Group Holdings Ltd. (1536),XHKG,Mobile Machinery,
Yum China Holdings Inc. (9987),XHKG,Restaurants,
Yun Lee Marine Group Holdings Ltd. (2682),XHKG,Water Transport/Shipping,
Yunfeng Financial Group Ltd. (376),XHKG,Securities,
Yunhong Guixin Group Holdings Ltd. (8349),XHKG,Industrial Products,
Yunnan Energy International Co. Ltd. (1298),XHKG,Medical Equipment/Supplies,
Yunnan Water Investment Co. Ltd. (6839),XHKG,Water Utilities,
Yusei Holdings Ltd. (96),XHKG,Industrial Products,
Yuxing InfoTech Investment Holdings Ltd. (8005),XHKG,Audio/Video Equipment,
Yuzhou Group Holdings Co. Ltd. (1628),XHKG,Real Estate Developers,
ZACD Group Ltd. (8313),XHKG,Investment Advisors,
Zai Lab Ltd. (9688),XHKG,Biotechnology,
Zall Smart Commerce Group Ltd. (2098),XHKG,Wholesalers,
Zengame Technology Holding Ltd. (2660),XHKG,Toys & Games,
Zensun Enterprises Ltd. (185),XHKG,Real Estate Developers,
Zero2IPO Holdings Inc. (1945),XHKG,Software,
Zhaobangji Properties Holdings Ltd. (1660),XHKG,Wholesalers,
Zhaojin Mining Industry Co. Ltd. (1818),XHKG,Gold,
Zhaoke Ophthalmology Ltd. (6622),XHKG,Pharmaceuticals,
Zhejiang Chang'an Renheng Technology Co. Ltd. (8139),XHKG,Chemicals,
Zhejiang Expressway Co. Ltd. (576),XHKG,Transportation Services,
Zhejiang Ruiyuan Intelligent Control Technology Co. Ltd. (8249),XHKG,Industrial Electronics,
Zhejiang Shibao Co. Ltd. (1057),XHKG,Motor Vehicle Parts,
Zhejiang Tengy Environmental Technology Co. Ltd. (1527),XHKG,Precision Products,
Zhejiang Yongan Rongtong Holdings Co. Ltd. (8211),XHKG,Clothing,
Zheng Li Holdings Ltd. (8283),XHKG,General Services,
Zhengye International Holdings Co. Ltd. (3363),XHKG,Containers/Packaging,
Zhengzhou Coal Mining Machinery Group Co. Ltd. (564),XHKG,Mobile Machinery,
Zhenro Properties Group Ltd. (6158),XHKG,Real Estate Developers,
Zhenro Services Group Ltd. (6958),XHKG,Real Estate Developers,
Zhi Sheng Group Holdings Ltd. (8370),XHKG,Furniture,
Zhicheng Technology Group Ltd. (8511),XHKG,Precision Products,
Zhidao International (Holdings) Ltd. (1220),XHKG,Aluminum,
Zhixin Group Holding Ltd. (2187),XHKG,Building Materials/Products,
Zhong An Group Ltd. (672),XHKG,Real Estate Developers,
Zhong Ao Home Group Ltd. (1538),XHKG,Real Estate Developers,
Zhong Hua International Holdings Ltd. (1064),XHKG,Real Estate Developers,
Zhong Ji Longevity Science Group Ltd. (767),XHKG,Biotechnology,
ZhongAn Online P&C Insurance Co. Ltd. (6060),XHKG,Non-Life Insurance,
Zhongchang International Holdings Group Ltd. (859),XHKG,Real Estate Developers,
Zhongguancun Science-Tech Leasing Co. Ltd. (1601),XHKG,Finance Companies,
Zhonghua Gas Holdings Ltd. (8246),XHKG,Gas Utilities,
Zhongjin Technology Services Group Co. Ltd. (8295),XHKG,Finance Companies,
Zhongliang Holdings Group Co. Ltd. (2772),XHKG,Residential Building Construction,
Zhongsheng Group Holdings Ltd. (881),XHKG,Specialty Retail,
Zhongyu Gas Holdings Ltd. (3633),XHKG,Gas Utilities,
Zhongyuan Bank Co. Ltd. (1216),XHKG,Banking,
Zhongzheng International Co. Ltd. (943),XHKG,Housewares,
Zhongzhi Pharmaceutical Holdings Ltd. (3737),XHKG,Drug Retail,
Zhou Hei Ya International Holdings Co. Ltd. (1458),XHKG,Food Retail,
Zhuguang Holdings Group Co. Ltd. (1176),XHKG,Real Estate Developers,
Zhuzhou CRRC Times Electric Co. Ltd. (3898),XHKG,Railroads,
Zijin Mining Group Co. Ltd. (2899),XHKG,Gold,
Zioncom Holdings Ltd. (8287),XHKG,Networking,
Ziyuanyuan Holdings Group Ltd. (8223),XHKG,General Services,
ZMFY Automobile Glass Services Ltd. (8135),XHKG,General Services,
Zonbong Landscape Environmental Ltd. (1855),XHKG,General Services,
Zoomlion Heavy Industry Science & Technology Co. Ltd. (1157),XHKG,Mobile Machinery,
ZTE Corp. (763),XHKG,Networking,
ZTO Express (Cayman) Inc. (2057),XHKG,Air Freight,
Zuoli Kechuang Micro-Finance Co. Ltd. (6866),XHKG,Finance Companies,
Zylox-Tonbridge Medical Technology Co. Ltd. (2190),XHKG,Medical Equipment/Supplies,
